codigo_siniestro,codigo_vehiculo,codigo_persona,fecha_siniestro,hora_siniestro,departamento,provincia,distrito,latitud,longitud,zona,clase_siniestro,causa_factor_principal,vehiculo,modalidad_transporte,estado_soat,tipo_persona,gravedad,edad,sexo
A-2021-01-193,V-2021-01-193-2,P-2021-01-193-2-4,2021-01-24,08:20,SAN MARTIN,PICOTA,PICOTA,-6.9250035300956325,-76.34251605692607,RURAL,CHOQUE,IMPRUDENCIA DEL CONDUCTOR,AUTOMÓVIL,PARTICULAR,VIGENTE,PASAJERO,LESIONADO,50.0,FEMENINO
A-2021-01-193,V-2021-01-193-2,P-2021-01-193-2-5,2021-01-24,08:20,SAN MARTIN,PICOTA,PICOTA,-6.9250035300956325,-76.34251605692607,RURAL,CHOQUE,IMPRUDENCIA DEL CONDUCTOR,AUTOMÓVIL,PARTICULAR,VIGENTE,PASAJERO,LESIONADO,25.0,MASCULINO
A-2021-01-186,V-2021-01-186-1,P-2021-01-186-1-1,2021-01-24,19:00,AREQUIPA,AREQUIPA,PAUCARPATA,-16.414171,-71.509877,URBANA,ATROPELLO FUGA,IMPRUDENCIA DEL CONDUCTOR,MOTOCICLETA,PARTICULAR,VIGENTE,PEATÓN,FALLECIDO,56.0,MASCULINO
A-2021-01-186,V-2021-01-186-1,P-2021-01-186-1-2,2021-01-24,19:00,AREQUIPA,AREQUIPA,PAUCARPATA,-16.414171,-71.509877,URBANA,ATROPELLO FUGA,IMPRUDENCIA DEL CONDUCTOR,MOTOCICLETA,PARTICULAR,VIGENTE,PASAJERO,LESIONADO,32.0,MASCULINO
A-2021-01-186,V-2021-01-186-1,P-2021-01-186-1-3,2021-01-24,19:00,AREQUIPA,AREQUIPA,PAUCARPATA,-16.414171,-71.509877,URBANA,ATROPELLO FUGA,IMPRUDENCIA DEL CONDUCTOR,MOTOCICLETA,PARTICULAR,VIGENTE,CONDUCTOR FUGADO,ILESO,30.0,MASCULINO
A-2021-01-195,V-2021-01-195-1,P-2021-01-195-1-1,2021-01-24,20:10,CALLAO,CALLAO,VENTANILLA,-11.881892360721375,-77.12626527470516,URBANA,DESPISTE,EN PROCESO DE INVESTIGACIÓN,ÓMNIBUS,OTRO,VIGENTE,CONDUCTOR,ILESO,34.0,MASCULINO
A-2021-01-195,V-2021-01-195-2,P-2021-01-195-2-1,2021-01-24,20:10,CALLAO,CALLAO,VENTANILLA,-11.881892360721375,-77.12626527470516,URBANA,DESPISTE,EN PROCESO DE INVESTIGACIÓN,BICICLETA,PARTICULAR,VIGENTE,CONDUCTOR,FALLECIDO,10.0,MASCULINO
A-2021-01-203,V-2021-01-203-1,P-2021-01-203-1-1,2021-01-24,22:30,UCAYALI,CORONEL PORTILLO,CALLERIA,-8.388567480945714,-74.56509945130679,URBANA,CHOQUE,IMPRUDENCIA DEL CONDUCTOR,MOTOCICLETA,PARTICULAR,VIGENTE,CONDUCTOR,LESIONADO,19.0,MASCULINO
A-2021-01-203,V-2021-01-203-1,P-2021-01-203-1-2,2021-01-24,22:30,UCAYALI,CORONEL PORTILLO,CALLERIA,-8.388567480945714,-74.56509945130679,URBANA,CHOQUE,IMPRUDENCIA DEL CONDUCTOR,MOTOCICLETA,PARTICULAR,VIGENTE,PASAJERO,FALLECIDO,54.0,MASCULINO
A-2021-01-203,V-2021-01-203-2,P-2021-01-203-2-1,2021-01-24,22:30,UCAYALI,CORONEL PORTILLO,CALLERIA,-8.388567480945714,-74.56509945130679,URBANA,CHOQUE,IMPRUDENCIA DEL CONDUCTOR,MOTOCICLETA,PARTICULAR,VIGENTE,CONDUCTOR,FALLECIDO,31.0,MASCULINO
A-2021-01-234,V-2021-01-234-1,P-2021-01-234-1-1,2021-01-25,04:40,ICA,ICA,YAUCA DEL ROSARIO,-14.141104435949291,-75.634732734369,RURAL,CHOQUE,IMPRUDENCIA DEL CONDUCTOR,CAMIONETA RURAL,TRABAJADORES,NO REGISTRA,CONDUCTOR,ILESO,36.0,MASCULINO
A-2021-01-234,V-2021-01-234-2,P-2021-01-234-2-1,2021-01-25,04:40,ICA,ICA,YAUCA DEL ROSARIO,-14.141104435949291,-75.634732734369,RURAL,CHOQUE,IMPRUDENCIA DEL CONDUCTOR,MOTOCICLETA,PARTICULAR,NO REGISTRA,CONDUCTOR,FALLECIDO,53.0,MASCULINO
A-2021-01-273,V-2021-01-273-1,P-2021-01-273-1-1,2021-01-25,08:00,LIMA,LIMA,SAN MARTIN DE PORRES,-11.9815573,-77.096882,URBANA,ATROPELLO FUGA,IMPRUDENCIA DEL PEATÓN,VEHICULO NO IDENTIFICADO,OTRO,NO APLICA,CONDUCTOR FUGADO,NO SE CONOCE,,MASCULINO
A-2021-01-273,V-2021-01-273-1,P-2021-01-273-1-2,2021-01-25,08:00,LIMA,LIMA,SAN MARTIN DE PORRES,-11.9815573,-77.096882,URBANA,ATROPELLO FUGA,IMPRUDENCIA DEL PEATÓN,VEHICULO NO IDENTIFICADO,OTRO,NO APLICA,PEATÓN,FALLECIDO,41.0,FEMENINO
A-2021-01-274,V-2021-01-274-1,P-2021-01-274-1-1,2021-01-25,11:30,LIMA,LIMA,VILLA MARIA DEL TRIUNFO,-12.163841,-76.952571,URBANA,CHOQUE,NEGLIGENCIA DEL CONDUCTOR,CAMIONETA PICK UP,PARTICULAR,VIGENTE,CONDUCTOR,NO SE CONOCE,30.0,MASCULINO
A-2021-01-274,V-2021-01-274-2,P-2021-01-274-2-1,2021-01-25,11:30,LIMA,LIMA,VILLA MARIA DEL TRIUNFO,-12.163841,-76.952571,URBANA,CHOQUE,NEGLIGENCIA DEL CONDUCTOR,TRIMOTO PASAJERO,SERVICIO ESPECIAL DE PASAJEROS,VIGENTE,CONDUCTOR,NO SE CONOCE,18.0,MASCULINO
A-2021-01-274,V-2021-01-274-2,P-2021-01-274-2-2,2021-01-25,11:30,LIMA,LIMA,VILLA MARIA DEL TRIUNFO,-12.163841,-76.952571,URBANA,CHOQUE,NEGLIGENCIA DEL CONDUCTOR,TRIMOTO PASAJERO,SERVICIO ESPECIAL DE PASAJEROS,VIGENTE,PASAJERO,FALLECIDO,73.0,FEMENINO
A-2021-01-274,V-2021-01-274-2,P-2021-01-274-2-3,2021-01-25,11:30,LIMA,LIMA,VILLA MARIA DEL TRIUNFO,-12.163841,-76.952571,URBANA,CHOQUE,NEGLIGENCIA DEL CONDUCTOR,TRIMOTO PASAJERO,SERVICIO ESPECIAL DE PASAJEROS,VIGENTE,PASAJERO,LESIONADO,58.0,FEMENINO
A-2021-01-381,V-2021-01-381-1,P-2021-01-381-1-1,2021-01-26,06:50,LIMA,LIMA,SAN MARTIN DE PORRES,-12.018966,-77.053367,URBANA,ATROPELLO,EN PROCESO DE INVESTIGACIÓN,ÓMNIBUS,REGULAR(INTERPROVINCIAL),VIGENTE,CONDUCTOR,NO SE CONOCE,25.0,MASCULINO
A-2021-01-381,V-2021-01-381-1,P-2021-01-381-1-2,2021-01-26,06:50,LIMA,LIMA,SAN MARTIN DE PORRES,-12.018966,-77.053367,URBANA,ATROPELLO,EN PROCESO DE INVESTIGACIÓN,ÓMNIBUS,REGULAR(INTERPROVINCIAL),VIGENTE,PEATÓN,FALLECIDO,57.0,MASCULINO
A-2021-01-334,V-2021-01-334-1,P-2021-01-334-1-1,2021-01-26,07:00,ICA,PISCO,TUPAC AMARU INCA,-13.706171,-76.151294,URBANA,ATROPELLO FUGA,EN PROCESO DE INVESTIGACIÓN,VEHICULO NO IDENTIFICADO,,,CONDUCTOR FUGADO,NO SE CONOCE,,NO INDICA
A-2021-01-334,V-2021-01-334-1,P-2021-01-334-1-2,2021-01-26,07:00,ICA,PISCO,TUPAC AMARU INCA,-13.706171,-76.151294,URBANA,ATROPELLO FUGA,EN PROCESO DE INVESTIGACIÓN,VEHICULO NO IDENTIFICADO,,,PEATÓN,FALLECIDO,80.0,MASCULINO
A-2021-01-407,V-2021-01-407-1,P-2021-01-407-1-1,2021-01-26,15:15,SAN MARTIN,MARISCAL CACERES,HUICUNGO,-7.316294859438296,-76.77509505872386,RURAL,CHOQUE,IMPRUDENCIA DEL CONDUCTOR,MOTOCICLETA,PARTICULAR,VIGENTE,CONDUCTOR,FALLECIDO,69.0,MASCULINO
A-2021-01-407,V-2021-01-407-2,P-2021-01-407-2-1,2021-01-26,15:15,SAN MARTIN,MARISCAL CACERES,HUICUNGO,-7.316294859438296,-76.77509505872386,RURAL,CHOQUE,IMPRUDENCIA DEL CONDUCTOR,STATION WAGON,TAXI,VIGENTE,CONDUCTOR,ILESO,59.0,MASCULINO
A-2021-01-207,V-2021-01-207-1,P-2021-01-207-1-1,2021-01-26,18:00,PUNO,CHUCUITO,DESAGUADERO,-16.58229113,-69.06036235,URBANA,ESPECIAL,IMPRUDENCIA DEL CONDUCTOR,REMOLCADOR,CARGA,VIGENTE,CONDUCTOR,ILESO,45.0,MASCULINO
A-2021-01-207,V-2021-01-207-2,P-2021-01-207-2-1,2021-01-26,18:00,PUNO,CHUCUITO,DESAGUADERO,-16.58229113,-69.06036235,URBANA,ESPECIAL,IMPRUDENCIA DEL CONDUCTOR,MOTOCICLETA,PARTICULAR,VIGENTE,CONDUCTOR,FALLECIDO,57.0,MASCULINO
A-2021-01-214,V-2021-01-214-1,P-2021-01-214-1-1,2021-01-26,19:10,PUNO,PUNO,PUNO,-15.844639,-70.028528,URBANA,ATROPELLO,IMPRUDENCIA DEL PEATÓN,MOTOCICLETA,PARTICULAR,NO REGISTRA,CONDUCTOR,ILESO,24.0,MASCULINO
A-2021-01-214,V-2021-01-214-1,P-2021-01-214-1-2,2021-01-26,19:10,PUNO,PUNO,PUNO,-15.844639,-70.028528,URBANA,ATROPELLO,IMPRUDENCIA DEL PEATÓN,MOTOCICLETA,PARTICULAR,NO REGISTRA,PEATÓN,FALLECIDO,60.0,MASCULINO
A-2021-01-242,V-2021-01-242-1,P-2021-01-242-1-1,2021-01-26,19:45,MOQUEGUA,MARISCAL NIETO,MOQUEGUA,-17.20663,-70.921486,URBANA,ATROPELLO,IMPRUDENCIA DEL PEATÓN,CAMIONETA RURAL,PUBLICO URBANO,VIGENTE,CONDUCTOR,ILESO,59.0,MASCULINO
A-2021-01-242,V-2021-01-242-1,P-2021-01-242-1-2,2021-01-26,19:45,MOQUEGUA,MARISCAL NIETO,MOQUEGUA,-17.20663,-70.921486,URBANA,ATROPELLO,IMPRUDENCIA DEL PEATÓN,CAMIONETA RURAL,PUBLICO URBANO,VIGENTE,PEATÓN,FALLECIDO,54.0,FEMENINO
A-2021-01-239,V-2021-01-239-1,P-2021-01-239-1-1,2021-01-26,21:00,AREQUIPA,AREQUIPA,JOSE LUIS BUSTAMANTE Y RIVERO,-16.4342491,-71.5302518,URBANA,DESPISTE,IMPRUDENCIA DEL CONDUCTOR,MOTOCICLETA,PARTICULAR,NO REGISTRA,CONDUCTOR,FALLECIDO,22.0,MASCULINO
A-2021-01-229,V-2021-01-229-1,P-2021-01-229-1-1,2021-01-27,07:30,TACNA,TACNA,TACNA,-18.00906,-70.231249,URBANA,ATROPELLO,IMPRUDENCIA DEL PEATÓN,AUTOMÓVIL,PARTICULAR,VIGENTE,CONDUCTOR,ILESO,52.0,MASCULINO
A-2021-01-229,V-2021-01-229-1,P-2021-01-229-1-2,2021-01-27,07:30,TACNA,TACNA,TACNA,-18.00906,-70.231249,URBANA,ATROPELLO,IMPRUDENCIA DEL PEATÓN,AUTOMÓVIL,PARTICULAR,VIGENTE,PEATÓN,FALLECIDO,46.0,MASCULINO
A-2021-01-406,V-2021-01-406-1,P-2021-01-406-1-1,2021-01-27,10:30,HUANUCO,PACHITEA,UMARI,-9.833197,-76.065763,RURAL,VOLCADURA,IMPRUDENCIA DEL CONDUCTOR,CAMIÓN,CARGA,VIGENTE,CONDUCTOR,ILESO,55.0,MASCULINO
A-2021-01-406,V-2021-01-406-2,P-2021-01-406-2-1,2021-01-27,10:30,HUANUCO,PACHITEA,UMARI,-9.833197,-76.065763,RURAL,VOLCADURA,IMPRUDENCIA DEL CONDUCTOR,MOTOCICLETA,PARTICULAR,VIGENTE,CONDUCTOR,FALLECIDO,19.0,MASCULINO
A-2021-01-243,V-2021-01-243-1,P-2021-01-243-1-1,2021-01-27,14:17,SAN MARTIN,SAN MARTIN,TARAPOTO,-6.490228514490535,-76.35934169721354,URBANA,CHOQUE,NEGLIGENCIA DEL CONDUCTOR,AUTOMÓVIL,PARTICULAR,VIGENTE,CONDUCTOR,ILESO,57.0,MASCULINO
A-2021-01-243,V-2021-01-243-2,P-2021-01-243-2-1,2021-01-27,14:17,SAN MARTIN,SAN MARTIN,TARAPOTO,-6.490228514490535,-76.35934169721354,URBANA,CHOQUE,NEGLIGENCIA DEL CONDUCTOR,TRIMOTO PASAJERO,PARTICULAR,VIGENTE,CONDUCTOR,FALLECIDO,44.0,MASCULINO
A-2021-01-243,V-2021-01-243-2,P-2021-01-243-2-2,2021-01-27,14:17,SAN MARTIN,SAN MARTIN,TARAPOTO,-6.490228514490535,-76.35934169721354,URBANA,CHOQUE,NEGLIGENCIA DEL CONDUCTOR,TRIMOTO PASAJERO,PARTICULAR,VIGENTE,PASAJERO,LESIONADO,23.0,FEMENINO
A-2021-01-243,V-2021-01-243-2,P-2021-01-243-2-3,2021-01-27,14:17,SAN MARTIN,SAN MARTIN,TARAPOTO,-6.490228514490535,-76.35934169721354,URBANA,CHOQUE,NEGLIGENCIA DEL CONDUCTOR,TRIMOTO PASAJERO,PARTICULAR,VIGENTE,PASAJERO,LESIONADO,7.0,MASCULINO
A-2021-01-237,V-2021-01-237-1,P-2021-01-237-1-1,2021-01-27,16:00,LAMBAYEQUE,CHICLAYO,PIMENTEL,-6.737074,-79.881409,RURAL,DESPISTE,EN PROCESO DE INVESTIGACIÓN,MOTOCICLETA,PARTICULAR,VIGENTE,CONDUCTOR,FALLECIDO,66.0,MASCULINO
A-2021-01-279,V-2021-01-279-1,P-2021-01-279-1-1,2021-01-27,16:00,LAMBAYEQUE,CHICLAYO,LAGUNAS,-6.985744,-79.629806,URBANA,CHOQUE,EN PROCESO DE INVESTIGACIÓN,REMOLCADOR-SEMIREMOLQUE,CARGA,VIGENTE,CONDUCTOR,ILESO,36.0,MASCULINO
A-2021-01-279,V-2021-01-279-2,P-2021-01-279-2-1,2021-01-27,16:00,LAMBAYEQUE,CHICLAYO,LAGUNAS,-6.985744,-79.629806,URBANA,CHOQUE,EN PROCESO DE INVESTIGACIÓN,MOTOCICLETA,PARTICULAR,VIGENTE,CONDUCTOR,FALLECIDO,18.0,MASCULINO
A-2021-01-329,V-2021-01-329-1,P-2021-01-329-1-1,2021-01-27,18:00,JUNIN,YAULI,PACCHA,-11.4378895,-75.935218,RURAL,DESPISTE,EN PROCESO DE INVESTIGACIÓN,STATION WAGON,PARTICULAR,VIGENTE,CONDUCTOR,FALLECIDO,68.0,MASCULINO
A-2021-01-282,V-2021-01-282-1,P-2021-01-282-1-1,2021-01-28,05:00,LIMA,LIMA,COMAS,-11.932369,-77.072179,RURAL,CHOQUE FUGA,IMPRUDENCIA DEL CONDUCTOR,CAMIÓN,PARTICULAR,VIGENTE,CONDUCTOR,LESIONADO,46.0,MASCULINO
A-2021-01-282,V-2021-01-282-1,P-2021-01-282-1-2,2021-01-28,05:00,LIMA,LIMA,COMAS,-11.932369,-77.072179,RURAL,CHOQUE FUGA,IMPRUDENCIA DEL CONDUCTOR,CAMIÓN,PARTICULAR,VIGENTE,PASAJERO,FALLECIDO,38.0,FEMENINO
A-2021-01-282,V-2021-01-282-2,P-2021-01-282-2-1,2021-01-28,05:00,LIMA,LIMA,COMAS,-11.932369,-77.072179,RURAL,CHOQUE FUGA,IMPRUDENCIA DEL CONDUCTOR,VEHICULO NO IDENTIFICADO,OTRO,VIGENTE,CONDUCTOR FUGADO,NO SE CONOCE,,MASCULINO
A-2021-01-268,V-2021-01-268-1,P-2021-01-268-1-1,2021-01-28,16:30,PIURA,SECHURA,CRISTO NOS VALGA,-5.573981,-80.580521,RURAL,CHOQUE,IMPRUDENCIA DEL CONDUCTOR,AUTOMÓVIL,PARTICULAR,VIGENTE,CONDUCTOR,LESIONADO,20.0,MASCULINO
A-2021-01-268,V-2021-01-268-1,P-2021-01-268-1-2,2021-01-28,16:30,PIURA,SECHURA,CRISTO NOS VALGA,-5.573981,-80.580521,RURAL,CHOQUE,IMPRUDENCIA DEL CONDUCTOR,AUTOMÓVIL,PARTICULAR,VIGENTE,PASAJERO,FALLECIDO,37.0,FEMENINO
A-2021-01-268,V-2021-01-268-1,P-2021-01-268-1-3,2021-01-28,16:30,PIURA,SECHURA,CRISTO NOS VALGA,-5.573981,-80.580521,RURAL,CHOQUE,IMPRUDENCIA DEL CONDUCTOR,AUTOMÓVIL,PARTICULAR,VIGENTE,PASAJERO,LESIONADO,60.0,MASCULINO
A-2021-01-268,V-2021-01-268-1,P-2021-01-268-1-4,2021-01-28,16:30,PIURA,SECHURA,CRISTO NOS VALGA,-5.573981,-80.580521,RURAL,CHOQUE,IMPRUDENCIA DEL CONDUCTOR,AUTOMÓVIL,PARTICULAR,VIGENTE,PASAJERO,LESIONADO,20.0,FEMENINO
A-2021-01-268,V-2021-01-268-1,P-2021-01-268-1-5,2021-01-28,16:30,PIURA,SECHURA,CRISTO NOS VALGA,-5.573981,-80.580521,RURAL,CHOQUE,IMPRUDENCIA DEL CONDUCTOR,AUTOMÓVIL,PARTICULAR,VIGENTE,PASAJERO,LESIONADO,14.0,FEMENINO
A-2021-01-268,V-2021-01-268-2,P-2021-01-268-2-1,2021-01-28,16:30,PIURA,SECHURA,CRISTO NOS VALGA,-5.573981,-80.580521,RURAL,CHOQUE,IMPRUDENCIA DEL CONDUCTOR,REMOLCADOR-SEMIREMOLQUE,CARGA,VIGENTE,CONDUCTOR,ILESO,59.0,MASCULINO
A-2021-01-284,V-2021-01-284-1,P-2021-01-284-1-1,2021-01-28,17:20,LIMA,LIMA,CARABAYLLO,-11.89,-77.02691153,URBANA,CHOQUE,EN PROCESO DE INVESTIGACIÓN,CAMIÓN,PARTICULAR,VIGENTE,CONDUCTOR,NO SE CONOCE,35.0,MASCULINO
A-2021-01-284,V-2021-01-284-2,P-2021-01-284-2-1,2021-01-28,17:20,LIMA,LIMA,CARABAYLLO,-11.89,-77.02691153,URBANA,CHOQUE,EN PROCESO DE INVESTIGACIÓN,BICICLETA,PARTICULAR,VIGENTE,CONDUCTOR,FALLECIDO,30.0,MASCULINO
A-2021-01-341,V-2021-01-341-1,P-2021-01-341-1-1,2021-01-29,07:00,LAMBAYEQUE,CHICLAYO,REQUE,-6.876218,-79.816787,URBANA,ATROPELLO,EN PROCESO DE INVESTIGACIÓN,CAMIONETA RURAL,PUBLICO URBANO,VIGENTE,CONDUCTOR,ILESO,46.0,MASCULINO
A-2021-01-341,V-2021-01-341-1,P-2021-01-341-1-2,2021-01-29,07:00,LAMBAYEQUE,CHICLAYO,REQUE,-6.876218,-79.816787,URBANA,ATROPELLO,EN PROCESO DE INVESTIGACIÓN,CAMIONETA RURAL,PUBLICO URBANO,VIGENTE,PEATÓN,FALLECIDO,61.0,FEMENINO
A-2021-01-340,V-2021-01-340-1,P-2021-01-340-1-1,2021-01-29,08:20,AMAZONAS,RODRIGUEZ DE MENDOZA,MARISCAL BENAVIDES,-6.3407682286398686,-77.50705857466426,RURAL,DESPISTE,EN PROCESO DE INVESTIGACIÓN,REMOLCADOR-SEMIREMOLQUE,PARTICULAR,VIGENTE,CONDUCTOR,FALLECIDO,45.0,MASCULINO
A-2021-01-340,V-2021-01-340-1,P-2021-01-340-1-2,2021-01-29,08:20,AMAZONAS,RODRIGUEZ DE MENDOZA,MARISCAL BENAVIDES,-6.3407682286398686,-77.50705857466426,RURAL,DESPISTE,EN PROCESO DE INVESTIGACIÓN,REMOLCADOR-SEMIREMOLQUE,PARTICULAR,VIGENTE,PASAJERO,FALLECIDO,50.0,MASCULINO
A-2021-01-288,V-2021-01-288-1,P-2021-01-288-1-1,2021-01-29,10:14,LIMA,LIMA,SAN JUAN DE LURIGANCHO,-12.02939938288795,-77.01008051633836,URBANA,CHOQUE,IMPRUDENCIA DEL CONDUCTOR,MOTOCICLETA,PARTICULAR,VIGENTE,CONDUCTOR,FALLECIDO,23.0,MASCULINO
A-2021-01-288,V-2021-01-288-2,P-2021-01-288-2-1,2021-01-29,10:14,LIMA,LIMA,SAN JUAN DE LURIGANCHO,-12.02939938288795,-77.01008051633836,URBANA,CHOQUE,IMPRUDENCIA DEL CONDUCTOR,STATION WAGON,PARTICULAR,VIGENTE,CONDUCTOR,NO SE CONOCE,50.0,MASCULINO
A-2021-01-292,V-2021-01-292-1,P-2021-01-292-1-1,2021-01-29,11:10,PUNO,SAN ROMAN,CABANILLAS,-15.6609065,-70.4690692,RURAL,CHOQUE,IMPRUDENCIA DEL CONDUCTOR,AUTOMÓVIL,PARTICULAR,VIGENTE,CONDUCTOR,FALLECIDO,30.0,MASCULINO
A-2021-01-292,V-2021-01-292-1,P-2021-01-292-1-2,2021-01-29,11:10,PUNO,SAN ROMAN,CABANILLAS,-15.6609065,-70.4690692,RURAL,CHOQUE,IMPRUDENCIA DEL CONDUCTOR,AUTOMÓVIL,PARTICULAR,VIGENTE,PASAJERO,FALLECIDO,21.0,FEMENINO
A-2021-01-292,V-2021-01-292-1,P-2021-01-292-1-3,2021-01-29,11:10,PUNO,SAN ROMAN,CABANILLAS,-15.6609065,-70.4690692,RURAL,CHOQUE,IMPRUDENCIA DEL CONDUCTOR,AUTOMÓVIL,PARTICULAR,VIGENTE,PASAJERO,FALLECIDO,54.0,FEMENINO
A-2021-01-292,V-2021-01-292-1,P-2021-01-292-1-4,2021-01-29,11:10,PUNO,SAN ROMAN,CABANILLAS,-15.6609065,-70.4690692,RURAL,CHOQUE,IMPRUDENCIA DEL CONDUCTOR,AUTOMÓVIL,PARTICULAR,VIGENTE,PASAJERO,FALLECIDO,1.0,FEMENINO
A-2021-01-292,V-2021-01-292-2,P-2021-01-292-2-1,2021-01-29,11:10,PUNO,SAN ROMAN,CABANILLAS,-15.6609065,-70.4690692,RURAL,CHOQUE,IMPRUDENCIA DEL CONDUCTOR,REMOLCADOR,CARGA,VIGENTE,CONDUCTOR,ILESO,41.0,MASCULINO
A-2021-01-290,V-2021-01-290-1,P-2021-01-290-1-1,2021-01-29,17:40,ANCASH,HUARAZ,INDEPENDENCIA,-9.5553723,-77.6120294,RURAL,DESPISTE,IMPRUDENCIA DEL CONDUCTOR,AUTOMÓVIL,PARTICULAR,VIGENTE,CONDUCTOR,LESIONADO,20.0,MASCULINO
A-2021-01-290,V-2021-01-290-1,P-2021-01-290-1-2,2021-01-29,17:40,ANCASH,HUARAZ,INDEPENDENCIA,-9.5553723,-77.6120294,RURAL,DESPISTE,IMPRUDENCIA DEL CONDUCTOR,AUTOMÓVIL,PARTICULAR,VIGENTE,PASAJERO,LESIONADO,29.0,FEMENINO
A-2021-01-290,V-2021-01-290-1,P-2021-01-290-1-3,2021-01-29,17:40,ANCASH,HUARAZ,INDEPENDENCIA,-9.5553723,-77.6120294,RURAL,DESPISTE,IMPRUDENCIA DEL CONDUCTOR,AUTOMÓVIL,PARTICULAR,VIGENTE,PASAJERO,LESIONADO,24.0,MASCULINO
